"拍卖日期","拍卖物品清单编号","批号","物品详情","数量","单位"
"16/06/2022","1/2022","M-136","数码相机","1","(部)"
"16/06/2022","1/2022","M-136","摄录机","1","(部)"
"16/06/2022","1/2022","M-136","摄录机","1","(部)"
"16/06/2022","1/2022","M-136","相机","1","(部)"
"16/06/2022","1/2022","M-136","手提电话","12","(部)"
"16/06/2022","1/2022","M-136","手提电话","34","(部)"
"16/06/2022","1/2022","M-136","手提电话","47","(部)"
"16/06/2022","1/2022","M-136","手提电话","14","(部)"
"16/06/2022","1/2022","M-137","铝制名牌","2","(件)"
"16/06/2022","1/2022","M-137","电热水瓶","1","(个)"
"16/06/2022","1/2022","M-137","电蒸炉","1","(个)"
"16/06/2022","1/2022","M-137","电动钻孔机","1","(部)"
"16/06/2022","1/2022","M-137","碎纸机","1","(部)"
"16/06/2022","1/2022","M-137","铝制名牌连架","1","(套)"
"16/06/2022","1/2022","M-137","四桶钢文件柜","2","(个)"
"16/06/2022","1/2022","M-137","电热水瓶","2","(个)"
"16/06/2022","1/2022","M-138","有辘电视钢架","1","(个)"
"16/06/2022","1/2022","M-138","闪光灯","1","(件)"
"16/06/2022","1/2022","M-138","相机","1","(部)"
"16/06/2022","1/2022","M-138","相机","1","(部)"
"16/06/2022","1/2022","M-138","数码相机机身 (不连镜头)","1","(部)"
"16/06/2022","1/2022","M-138","相机","1","(部)"
"16/06/2022","1/2022","M-138","去除离子机","1","(部)"
"16/06/2022","1/2022","M-138","电子磅","1","(个)"
"16/06/2022","1/2022","M-138","电子磅","5","(个)"
"16/06/2022","1/2022","M-138","实物投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-138","跑步机","2","(部)"
"16/06/2022","1/2022","M-138","微波炉","1","(部)"
"16/06/2022","1/2022","M-138","不锈钢画架","2","(件)"
"16/06/2022","1/2022","M-138","轮转式切纸刀","1","(件)"
"16/06/2022","1/2022","M-138","杨氏模量计","1","(件)"
"16/06/2022","1/2022","M-138","电阻箱","5","(件)"
"16/06/2022","1/2022","M-138","斜面","2","(件)"
"16/06/2022","1/2022","M-138","电阻电位计","2","(件)"
"16/06/2022","1/2022","M-138","马格德堡半球","2","(件)"
"16/06/2022","1/2022","M-138","范德格拉夫发电机","1","(件)"
"16/06/2022","1/2022","M-138","拉德福德实验箱","2","(件)"
"16/06/2022","1/2022","M-138","计时器","1","(件)"
"16/06/2022","1/2022","M-138","示波器","1","(件)"
"16/06/2022","1/2022","M-138","砂光机附件","1","(件)"
"16/06/2022","1/2022","M-138","光碟播放机","1","(部)"
"16/06/2022","1/2022","M-138","耳机扩音器","1","(部)"
"16/06/2022","1/2022","M-138","光碟播放机","1","(部)"
"16/06/2022","1/2022","M-138","光碟播放机","1","(部)"
"16/06/2022","1/2022","M-138","4输入4输出混合器","1","(部)"
"16/06/2022","1/2022","M-138","耳机扩音器","2","(部)"
"16/06/2022","1/2022","M-138","单面活动图书车","2","(部)"
"16/06/2022","1/2022","M-138","上揭式推辘折台","9","(张)"
"16/06/2022","1/2022","M-138","过胶机","1","(部)"
"16/06/2022","1/2022","M-138","碎纸机","1","(部)"
"16/06/2022","1/2022","M-138","等离子杀菌器 (挂墙式) (已拆下)","8","(部)"
"16/06/2022","1/2022","M-138","等离子杀菌器 (座台式)","5","(部)"
"16/06/2022","1/2022","M-139","鼻腔测量计","1","(个)"
"16/06/2022","1/2022","M-139","扩音机","1","(部)"
"16/06/2022","1/2022","M-139","前置扩音机","1","(部)"
"16/06/2022","1/2022","M-139","卡式录音机","1","(部)"
"16/06/2022","1/2022","M-139","碎纸机","1","(部)"
"16/06/2022","1/2022","M-139","实物投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-139","空气清新机","5","(部)"
"16/06/2022","1/2022","M-140","可叠式靠背椅运送车","1","(部)"
"16/06/2022","1/2022","M-140","投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-140","实物投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-140","扬声器","1","(部)"
"16/06/2022","1/2022","M-140","麦克风","1","(个)"
"16/06/2022","1/2022","M-140","麦克风三脚架","4","(个)"
"16/06/2022","1/2022","M-140","麦克风座台架","8","(个)"
"16/06/2022","1/2022","M-140","盒型键盘抽屉","3","(个)"
"16/06/2022","1/2022","M-140","电脑机箱（无其他组件）","1","(个)"
"16/06/2022","1/2022","M-140","电动铅笔刨","2","(个)"
"16/06/2022","1/2022","M-140","电动钉书机","1","(个)"
"16/06/2022","1/2022","M-140","对讲机连电池及充电器","1","(套)"
"16/06/2022","1/2022","M-140","列印伺服器","2","(部)"
"16/06/2022","1/2022","M-140","便擕式硬碟机 (已消磁)","3","(个)"
"16/06/2022","1/2022","M-140","便擕式硬碟机 (已消磁)","1","(部)"
"16/06/2022","1/2022","M-140","个人应答系统","3","(部)"
"16/06/2022","1/2022","M-140","蓝牙键盘","1","(个)"
"16/06/2022","1/2022","M-140","空气净化机","4","(部)"
"16/06/2022","1/2022","M-140","空气净化机","1","(部)"
"16/06/2022","1/2022","M-140","拉网架连射灯2支","1","(套)"
"16/06/2022","1/2022","M-141","数码相机","1","(部)"
"16/06/2022","1/2022","M-141","数码摄像机","1","(部)"
"16/06/2022","1/2022","M-141","电池充电器","1","(件)"
"16/06/2022","1/2022","M-141","彩色镭射打印机","1","(部)"
"16/06/2022","1/2022","M-141","刀锋伺服器","4","(个)"
"16/06/2022","1/2022","M-142","无线耳机","1","(部)"
"16/06/2022","1/2022","M-142","MP3播放器","1","(部)"
"16/06/2022","1/2022","M-142","无线麦克风","1","(支)"
"16/06/2022","1/2022","M-142","电子计算机","10","(部)"
"16/06/2022","1/2022","M-142","打孔机","1","(个)"
"16/06/2022","1/2022","M-142","重型钉书机","1","(个)"
"16/06/2022","1/2022","M-143","心肺复苏法压力计","1","(个)"
"16/06/2022","1/2022","M-143","自动体外心脏除颤器训练机","3","(部)"
"16/06/2022","1/2022","M-143","半自动除颤器","1","(件)"
"16/06/2022","1/2022","M-143","除颤器外部附件","3","(件)"
"16/06/2022","1/2022","M-143","半硬质手提箱","1","(个)"
"16/06/2022","1/2022","M-143","血压计连蓝色袖和拉链套","2","(套)"
"16/06/2022","1/2022","M-143","手腕血压计","1","(部)"
"16/06/2022","1/2022","M-143","自动体外心脏除颤器训练机","1","(部)"
"16/06/2022","1/2022","M-143","自动体外心脏除颤器训练机","1","(部)"
"16/06/2022","1/2022","M-144","立体显微镜","4","(个)"
"16/06/2022","1/2022","M-144","显微镜","21","(个)"
"16/06/2022","1/2022","M-144","磁力搅拌器","1","(个)"
"16/06/2022","1/2022","M-144","单目显微镜","10","(个)"
"16/06/2022","1/2022","M-144","数据记录系统","1","(套)"
"16/06/2022","1/2022","M-144","提存器组件 (数据机及感应器)","1","(套)"
"16/06/2022","1/2022","M-144","显微镜","5","(个)"
"16/06/2022","1/2022","M-144","空气净化器","1","(个)"
"16/06/2022","1/2022","M-144","三标尺秤","6","(个)"
"16/06/2022","1/2022","M-144","范德格拉夫发电机","1","(个)"
"16/06/2022","1/2022","M-144","单车类型发电机组装","1","(个)"
"16/06/2022","1/2022","M-144","范德格拉夫发电机的配件","1","(个)"
"16/06/2022","1/2022","M-144","静电计和直流放大器","1","(部)"
"16/06/2022","1/2022","M-144","旋转式真空泵","1","(个)"
"16/06/2022","1/2022","M-144","水波槽及配件","3","(套)"
"16/06/2022","1/2022","M-144","幻灯片机","1","(个)"
"16/06/2022","1/2022","M-144","数据记录仪器物理组合","1","(套)"
"16/06/2022","1/2022","M-144","加速传感器","1","(个)"
"16/06/2022","1/2022","M-144","电荷传感器","1","(个)"
"16/06/2022","1/2022","M-144","力传感器","2","(个)"
"16/06/2022","1/2022","M-144","磁场传感器","1","(个)"
"16/06/2022","1/2022","M-144","旋转运动传感器","1","(个)"
"16/06/2022","1/2022","M-144","光电门/滑轮系统","1","(套)"
"16/06/2022","1/2022","M-144","超级滑轮力桌子","1","(张)"
"16/06/2022","1/2022","M-144","旋转平台","1","(个)"
"16/06/2022","1/2022","M-144","向心力套件","1","(套)"
"16/06/2022","1/2022","M-144","旋转配件","1","(套)"
"16/06/2022","1/2022","M-144","红外线传感器","1","(个)"
"16/06/2022","1/2022","M-144","台上供电器","10","(个)"
"16/06/2022","1/2022","M-144","运动传感器","1","(个)"
"16/06/2022","1/2022","M-144","温度感应器","1","(个)"
"16/06/2022","1/2022","M-144","电动钉书机","2","(个)"
"16/06/2022","1/2022","M-144","高压水枪","1","(部)"
"16/06/2022","1/2022","M-144","有辘记分牌","1","(件)"
"16/06/2022","1/2022","M-144","排球柱 (已拆下)","1","(件)"
"16/06/2022","1/2022","M-144","安全垫车","2","(部)"
"16/06/2022","1/2022","M-145","防盗系统镜头 (已拆下)","17","(个)"
"16/06/2022","1/2022","M-145","吹地机","1","(部)"
"16/06/2022","1/2022","M-145","碎纸机","1","(部)"
"16/06/2022","1/2022","M-145","不锈钢告示座","1","(个)"
"16/06/2022","1/2022","M-145","天平","6","(个)"
"16/06/2022","1/2022","M-145","万用表","1","(个)"
"16/06/2022","1/2022","M-145","跨度示范仪表","2","(个)"
"16/06/2022","1/2022","M-145","低压, 可变电压电源","2","(部)"
"16/06/2022","1/2022","M-145","火花计数器","1","(个)"
"16/06/2022","1/2022","M-145","线性空气轨道","1","(个)"
"16/06/2022","1/2022","M-145","检流计, 内部光束","1","(部)"
"16/06/2022","1/2022","M-145","扁平螺丝管","2","(个)"
"16/06/2022","1/2022","M-145","放射源储藏柜","1","(个)"
"16/06/2022","1/2022","M-145","弹簧秤","1","(个)"
"16/06/2022","1/2022","M-145","钠灯","1","(支)"
"16/06/2022","1/2022","M-145","可变低压电源","1","(部)"
"16/06/2022","1/2022","M-145","小动态车","10","(部)"
"16/06/2022","1/2022","M-145","数码万用表","1","(部)"
"16/06/2022","1/2022","M-145","双15V稳压电源","4","(部)"
"16/06/2022","1/2022","M-145","跨度示范仪表","1","(个)"
"16/06/2022","1/2022","M-145","电动鼓风机","1","(部)"
"16/06/2022","1/2022","M-145","音速套件","1","(套)"
"16/06/2022","1/2022","M-145","紧凑型光源","1","(部)"
"16/06/2022","1/2022","M-145","光定时门","2","(部)"
"16/06/2022","1/2022","M-145","静电计","3","(部)"
"16/06/2022","1/2022","M-145","汤姆森电磁管","1","(个)"
"16/06/2022","1/2022","M-145","马耳他十字管","1","(个)"
"16/06/2022","1/2022","M-145","平面二极管","1","(个)"
"16/06/2022","1/2022","M-145","光谱仪","1","(部)"
"16/06/2022","1/2022","M-145","佩兰管","1","(个)"
"16/06/2022","1/2022","M-145","游标显微镜","1","(个)"
"16/06/2022","1/2022","M-145","阴极射线偏转管","1","(个)"
"16/06/2022","1/2022","M-145","天平","1","(部)"
"16/06/2022","1/2022","M-145","天平, 滑动量重, 三标尺秤","1","(部)"
"16/06/2022","1/2022","M-145","高影机 (已拆下)","1","(套)"
"16/06/2022","1/2022","M-145","紧凑型光源","1","(部)"
"16/06/2022","1/2022","M-146","摄录机","1","(部)"
"16/06/2022","1/2022","M-146","摄录机","1","(部)"
"16/06/2022","1/2022","M-146","相机连咭","1","(套)"
"16/06/2022","1/2022","M-146","摄像机","1","(部)"
"16/06/2022","1/2022","M-146","卡式随身听","1","(部)"
"16/06/2022","1/2022","M-146","麦克风","1","(部)"
"16/06/2022","1/2022","M-146","光碟播放机","1","(部)"
"16/06/2022","1/2022","M-146","录影机","1","(部)"
"16/06/2022","1/2022","M-146","录音笔","2","(部)"
"16/06/2022","1/2022","M-146","光碟录影机","1","(部)"
"16/06/2022","1/2022","M-146","摄录机","1","(部)"
"16/06/2022","1/2022","M-146","读取器","1","(部)"
"16/06/2022","1/2022","M-146","气泵","1","(件)"
"16/06/2022","1/2022","M-146","电子打字机","1","(部)"
"16/06/2022","1/2022","M-146","过胶机","1","(部)"
"16/06/2022","1/2022","M-146","56K网卡","1","(件)"
"16/06/2022","1/2022","M-146","条码扫描器","1","(部)"
"16/06/2022","1/2022","M-146","条码扫描器底座","1","(件)"
"16/06/2022","1/2022","M-146","人体工学桌","1","(张)"
"16/06/2022","1/2022","M-146","折台","4","(张)"
"16/06/2022","1/2022","M-146","折台","4","(张)"
"16/06/2022","1/2022","M-146","条码扫描器","1","(件)"
"16/06/2022","1/2022","M-147","卷门钢柜","8","(个)"
"16/06/2022","1/2022","M-147","灭蚊灯","6","(个)"
"16/06/2022","1/2022","M-148","电动打字机","1","(部)"
"16/06/2022","1/2022","M-148","光碟卡式播放机","2","(部)"
"16/06/2022","1/2022","M-148","卡式播放机","1","(部)"
"16/06/2022","1/2022","M-148","光碟/卡式录音机","5","(部)"
"16/06/2022","1/2022","M-148","随身听","40","(部)"
"16/06/2022","1/2022","M-148","音频分裂机 (耳机用)","20","(部)"
"16/06/2022","1/2022","M-148","耳机连麦克风","50","(套)"
"16/06/2022","1/2022","M-148","光碟播放机","1","(部)"
"16/06/2022","1/2022","M-148","录影机","1","(部)"
"16/06/2022","1/2022","M-148","卡式磁带机","1","(部)"
"16/06/2022","1/2022","M-148","扩音机","1","(部)"
"16/06/2022","1/2022","M-148","选频器","1","(部)"
"16/06/2022","1/2022","M-148","天花扬声器 (已拆下)","1","(个)"
"16/06/2022","1/2022","M-148","迷你数码影视录像机","1","(部)"
"16/06/2022","1/2022","M-148","数位投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-148","数码相机","1","(部)"
"16/06/2022","1/2022","M-148","曲线锯附件","2","(部)"
"16/06/2022","1/2022","M-148","钻架","1","(件)"
"16/06/2022","1/2022","M-148","圆锯附件","1","(套)"
"16/06/2022","1/2022","M-148","高压电源箱 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-148","信号发生器及放大器","2","(套)"
"16/06/2022","1/2022","M-148","手推车 (双层)","1","(部)"
"16/06/2022","1/2022","M-148","钠灯 (已拆下)","1","(支)"
"16/06/2022","1/2022","M-148","显微镜线性游标尺","1","(件)"
"16/06/2022","1/2022","M-148","电源箱 (已拆下)","10","(部)"
"16/06/2022","1/2022","M-148","无线投影机 (已拆下)","2","(部)"
"16/06/2022","1/2022","M-148","投影机 (已拆下)","12","(部)"
"16/06/2022","1/2022","M-148","彩色电荷耦合器件摄像机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-148","摄像机适配器","1","(个)"
"16/06/2022","1/2022","M-148","电解水生成器","2","(个)"
"16/06/2022","1/2022","M-148","太空漫游机","1","(部)"
"16/06/2022","1/2022","M-148","振动垫","1","(部)"
"16/06/2022","1/2022","M-148","电泵","1","(个)"
"16/06/2022","1/2022","M-148","乒乓球台","2","(张)"
"16/06/2022","1/2022","M-148","计时打印器","1","(部)"
"16/06/2022","1/2022","M-149","钢柜","1","(个)"
"16/06/2022","1/2022","M-149","扫描器架","1","(个)"
"16/06/2022","1/2022","M-149","卡式录音机","1","(部)"
"16/06/2022","1/2022","M-149","液晶投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-149","光碟烧录机","1","(部)"
"16/06/2022","1/2022","M-149","颜色检测仪","1","(套)"
"16/06/2022","1/2022","M-149","摄录机云台","1","(个)"
"16/06/2022","1/2022","M-149","有线会议系统 (主机) (已拆下)","1","(部)"
"16/06/2022","1/2022","M-149","主席麦克风 (有线会议系统用) (已拆下)","1","(个)"
"16/06/2022","1/2022","M-149","副麦克风 (有线会议系统用) (已拆下)","26","(个)"
"16/06/2022","1/2022","M-149","电子白板","1","(件)"
"16/06/2022","1/2022","M-149","可移动会议系统柜","1","(个)"
"16/06/2022","1/2022","M-149","高画质多媒体介面转换器","1","(部)"
"16/06/2022","1/2022","M-149","高画质多媒体介面分解器","1","(部)"
"16/06/2022","1/2022","M-149","视频图形阵列分离器","1","(部)"
"16/06/2022","1/2022","M-149","粤语色彩检测仪","1","(个)"
"16/06/2022","1/2022","M-149","音响柜","1","(个)"
"16/06/2022","1/2022","M-149","光碟烧录机","1","(部)"
"16/06/2022","1/2022","M-149","外置硬碟机 (已消磁)","1","(部)"
"16/06/2022","1/2022","M-149","微型光碟音响组合","1","(部)"
"16/06/2022","1/2022","M-149","录影机","1","(部)"
"16/06/2022","1/2022","M-149","数码相机","1","(部)"
"16/06/2022","1/2022","M-149","数码相机","1","(部)"
"16/06/2022","1/2022","M-149","电子白板","1","(块)"
"16/06/2022","1/2022","M-149","电子白板架","1","(个)"
"16/06/2022","1/2022","M-149","液晶投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-149","流动扩音机","1","(部)"
"16/06/2022","1/2022","M-149","数码摄录机","1","(部)"
"16/06/2022","1/2022","M-149","数码单镜反光相机","1","(部)"
"16/06/2022","1/2022","M-149","数码相机镜头","1","(个)"
"16/06/2022","1/2022","M-149","闪光灯","1","(个)"
"16/06/2022","1/2022","M-149","双层手推车","1","(部)"
"16/06/2022","1/2022","M-149","手提摄录机","1","(部)"
"16/06/2022","1/2022","M-149","实物投影机","1","(部)"
"16/06/2022","1/2022","M-149","电子防潮柜","2","(个)"
"16/06/2022","1/2022","M-149","储存装置","1","(部)"
"16/06/2022","1/2022","M-149","过胶机","1","(部)"
"16/06/2022","1/2022","M-149","重型打孔机","1","(部)"
"16/06/2022","1/2022","M-149","固态硬碟机 (已消磁)","1","(部)"
"16/06/2022","1/2022","M-149","标签机","1","(部)"
"16/06/2022","1/2022","M-149","标签机","1","(部)"
"16/06/2022","1/2022","M-149","外置硬碟机 (已消磁)","1","(部)"
"16/06/2022","1/2022","M-149","热能装钉机","1","(部)"
"16/06/2022","1/2022","M-149","点字压纹机","1","(部)"
"16/06/2022","1/2022","M-149","点字显示器","1","(部)"
"16/06/2022","1/2022","M-150","录音笔","4","(部)"
"16/06/2022","1/2022","M-150","硬碟机 (已消磁)","5","(部)"
"16/06/2022","1/2022","M-150","硬碟机 (已消磁)","1","(部)"
"16/06/2022","1/2022","M-150","硬碟机 (已消磁)","1","(部)"
"16/06/2022","1/2022","M-150","显示器校准工具","1","(套)"
"16/06/2022","1/2022","M-150","手提高质广角镜头摄录机","1","(个)"
"16/06/2022","1/2022","M-150","手提高质广角镜头摄录机","1","(个)"
"16/06/2022","1/2022","M-150","便携式多功能数码多媒体播放器","1","(部)"
"16/06/2022","1/2022","M-150","便携式多功能数码多媒体播放器","1","(部)"
"16/06/2022","1/2022","M-150","数据记录仪用二氧化碳感应器","1","(件)"
"16/06/2022","1/2022","M-150","双频无线吉位元乙太网路路由器","1","(部)"
"16/06/2022","1/2022","M-150","襟章机","1","(个)"
"16/06/2022","1/2022","M-150","数据记录仪入门包","1","(部)"
"16/06/2022","1/2022","M-150","数据记录仪","1","(部)"
"16/06/2022","1/2022","M-150","数据记录仪用酸碱值适配器及电极组件","1","(件)"
"16/06/2022","1/2022","M-150","数据记录仪用力量感应器","1","(件)"
"16/06/2022","1/2022","M-150","数据记录仪用土壤湿度感应器","1","(件)"
"16/06/2022","1/2022","M-150","数据记录仪用声音感应器","1","(件)"
"16/06/2022","1/2022","M-150","数据记录仪用浊度感应器","1","(件)"
"16/06/2022","1/2022","M-150","数据记录仪用加速度感应器","1","(件)"
"16/06/2022","1/2022","M-150","数据记录仪用色度计","1","(件)"
"16/06/2022","1/2022","M-150","数据记录仪用氧气适配器组件","1","(件)"
"16/06/2022","1/2022","M-150","硬碟机 (已消磁)","1","(部)"
"16/06/2022","1/2022","M-150","影像放大器","1","(部)"
"16/06/2022","1/2022","M-150","超重低音扩音器","1","(个)"
"16/06/2022","1/2022","M-150","实物投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-150","粤语发声拉尺","1","(部)"
"16/06/2022","1/2022","M-150","过胶机","2","(部)"
"16/06/2022","1/2022","M-150","双系统媒体播放器盒子","1","(部)"
"16/06/2022","1/2022","M-150","「雷电」连接器标准连接线用分插器","1","(部)"
"16/06/2022","1/2022","M-150","点字刻印机","1","(部)"
"16/06/2022","1/2022","M-150","直立式支架","1","(件)"
"16/06/2022","1/2022","M-150","路由器","1","(部)"
"16/06/2022","1/2022","M-150","混音器","1","(部)"
"16/06/2022","1/2022","M-150","功率放大器","1","(部)"
"16/06/2022","1/2022","M-150","扬声器","4","(个)"
"16/06/2022","1/2022","M-150","扬声器天花板支架","4","(件)"
"16/06/2022","1/2022","M-150","无线麦克风接收器","2","(部)"
"16/06/2022","1/2022","M-150","手提麦克风","1","(个)"
"16/06/2022","1/2022","M-150","手提麦克风","1","(个)"
"16/06/2022","1/2022","M-150","无线接收器","1","(部)"
"16/06/2022","1/2022","M-150","无线接收器组件","1","(部)"
"16/06/2022","1/2022","M-150","无线夹式麦克风","1","(部)"
"16/06/2022","1/2022","M-150","双磁带卡式录音机","1","(部)"
"16/06/2022","1/2022","M-150","光碟播放机","1","(部)"
"16/06/2022","1/2022","M-151","管风琴连2个扬声器","1","(部)"
"16/06/2022","1/2022","M-152","距离量度仪器","1","(个)"
"16/06/2022","1/2022","M-152","电话答录机","2","(部)"
"16/06/2022","1/2022","M-152","无线电话","1","(部)"
"16/06/2022","1/2022","M-152","望远镜","1","(个)"
"16/06/2022","1/2022","M-152","数码相机","1","(部)"
"16/06/2022","1/2022","M-153","高压清洗机","1","(部)"
"16/06/2022","1/2022","M-153","冷水高压清洗机","1","(部)"
"16/06/2022","1/2022","M-153","梯具","1","(个)"
"16/06/2022","1/2022","M-153","梯具","1","(个)"
"16/06/2022","1/2022","M-153","梯具","2","(个)"
"16/06/2022","1/2022","M-153","焊机","1","(部)"
"16/06/2022","1/2022","M-153","数码相机","1","(部)"
"16/06/2022","1/2022","M-153","数码相机","2","(部)"
"16/06/2022","1/2022","M-153","数码相机","1","(部)"
"16/06/2022","1/2022","M-153","数码相机","1","(部)"
"16/06/2022","1/2022","M-154","千斤顶","1","(件)"
"16/06/2022","1/2022","M-154","千斤顶","1","(件)"
"16/06/2022","1/2022","M-155","携带式变流器发电机","1","(部)"
"16/06/2022","1/2022","M-155","测水位机 (50米)","6","(部)"
"16/06/2022","1/2022","M-155","测水位机","1","(部)"
"16/06/2022","1/2022","M-155","测斜仪 (0.6米)","2","(件)"
"16/06/2022","1/2022","M-155","倾斜仪","1","(盒)"
"16/06/2022","1/2022","M-155","木脚架","8","(个)"
"16/06/2022","1/2022","M-155","三头棱镜板","2","(个)"
"16/06/2022","1/2022","M-155","棱镜","27","(个)"
"16/06/2022","1/2022","M-155","全站仪接驳头","1","(个)"
"16/06/2022","1/2022","M-155","测量三角底座","4","(个)"
"16/06/2022","1/2022","M-155","测量三角底座","6","(个)"
"16/06/2022","1/2022","M-155","底座接合头","9","(个)"
"16/06/2022","1/2022","M-155","套装小型棱镜","1","(个)"
"16/06/2022","1/2022","M-155","棱镜支托物","1","(个)"
"16/06/2022","1/2022","M-155","单棱镜支托物","6","(个)"
"16/06/2022","1/2022","M-155","双棱镜支托物","4","(个)"
"16/06/2022","1/2022","M-155","反射头杆 (1.3米)","3","(支)"
"16/06/2022","1/2022","M-155","标杆","1","(支)"
"16/06/2022","1/2022","M-155","望尺灯","2","(盏)"
"16/06/2022","1/2022","M-155","测量标示路牌","3","(件)"
"16/06/2022","1/2022","M-155","指南针","2","(个)"
"16/06/2022","1/2022","M-155","温度计连金属外壳","1","(个)"
"16/06/2022","1/2022","M-155","测量三角底座","6","(个)"
"16/06/2022","1/2022","M-155","木脚架","15","(个)"
"16/06/2022","1/2022","M-155","铝脚架","1","(个)"
"16/06/2022","1/2022","M-155","反射头杆 (1.3米)","35","(支)"
"16/06/2022","1/2022","M-155","延长杆 (1.0米)","4","(支)"
"16/06/2022","1/2022","M-155","条码望尺 (4.0米)","6","(支)"
"16/06/2022","1/2022","M-155","望尺 (5.0米)","24","(支)"
"16/06/2022","1/2022","M-155","望尺座","2","(件)"
"16/06/2022","1/2022","M-155","反射头延长杆 (1.0米)","2","(支)"
"16/06/2022","1/2022","M-155","反射头杆脚架","3","(条)"
"16/06/2022","1/2022","M-155","标杆 (1.5米)","19","(支)"
"16/06/2022","1/2022","M-155","树剪","1","(支)"
"16/06/2022","1/2022","M-155","斧头","4","(把)"
"16/06/2022","1/2022","M-155","铁铲","2","(个)"
"16/06/2022","1/2022","M-155","开山刀","4","(把)"
"16/06/2022","1/2022","M-155","锄头","1","(把)"
"16/06/2022","1/2022","M-155","卷尺 (50米)","7","(把)"
"16/06/2022","1/2022","M-155","钢尺 (100 米)","5","(把)"
"16/06/2022","1/2022","M-155","自动读数仪","2","(部)"
"16/06/2022","1/2022","M-155","测斜机(1.7米)","1","(部)"
"16/06/2022","1/2022","M-155","充电机","3","(部)"
"16/06/2022","1/2022","M-155","充电机","1","(部)"
"16/06/2022","1/2022","M-155","充电插头","2","(个)"
"16/06/2022","1/2022","M-155","电池盒","2","(个)"
"16/06/2022","1/2022","M-156","过期碳粉匣","2","(个)"
"16/06/2022","1/2022","M-156","过期碳粉匣","3","(个)"
"16/06/2022","1/2022","M-156","过期碳粉匣","2","(个)"
"16/06/2022","1/2022","M-156","过期感光鼓","1","(个)"
"16/06/2022","1/2022","M-156","过期感光鼓","1","(个)"
"16/06/2022","1/2022","M-156","过期滚轮套件","1","(个)"
"16/06/2022","1/2022","M-156","过期转印套件","1","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","4","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","2","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","2","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","2","(个)"
"16/06/2022","1/2022","M-157","已用感光鼓","2","(个)"
"16/06/2022","1/2022","M-157","已用感光鼓","1","(个)"
"16/06/2022","1/2022","M-157","已用感光鼓","2","(个)"
"16/06/2022","1/2022","M-157","已用感光鼓","2","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","1","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","3","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","4","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","2","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","1","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","4","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","14","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","13","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","13","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","12","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","22","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","7","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","6","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","8","(个)"
"16/06/2022","1/2022","M-157","空碳粉匣","7","(个)"
"16/06/2022","1/2022","M-158","空气压缩机","1","(部)"
"16/06/2022","1/2022","M-158","铝质输送滚轮","2","(个)"
"16/06/2022","1/2022","M-158","高压冷水清洗机","1","(部)"
"16/06/2022","1/2022","M-158","液压千斤顶","1","(个)"
"16/06/2022","1/2022","M-158","电子秤","1","(个)"
"16/06/2022","1/2022","M-158","电锯","1","(把)"
"16/06/2022","1/2022","M-158","洗地吸干机","1","(部)"
"16/06/2022","1/2022","M-158","手推碎木机","1","(部)"
"16/06/2022","1/2022","M-158","柴油水泵电机","1","(部)"
"16/06/2022","1/2022","M-158","抽水机","1","(部)"
"16/06/2022","1/2022","M-158","个人导航器天线","1","(件)"
"16/06/2022","1/2022","M-158","水听传感器","1","(件)"
"16/06/2022","1/2022","M-159","离心机","1","(部)"
"16/06/2022","1/2022","M-159","温度湿度记录仪","10","(部)"
"16/06/2022","1/2022","M-159","电订书机","1","(部)"
"16/06/2022","1/2022","M-159","手提温度湿度记录仪","1","(部)"
"16/06/2022","1/2022","M-159","干燥柜","1","(部)"
"16/06/2022","1/2022","M-159","电胶纸机","1","(部)"
"16/06/2022","1/2022","M-159","电移液器","1","(部)"
