"Date of Auction","Auction List No.","Lot No.","Description","Quantity","Unit"
"14/07/2022","2/2022","C-401","Cap/Hat",7,"Nos."
"14/07/2022","2/2022","C-401","Clothing, Various",51,"Nos."
"14/07/2022","2/2022","C-401","Handbag/Bag",85,"Nos."
"14/07/2022","2/2022","C-401","Kitchenware",8,"Nos."
"14/07/2022","2/2022","C-401","Passport Holder/ID Card Cover",10,"Nos."
"14/07/2022","2/2022","C-401","Scarf/Neckerchief/Shawl",19,"Nos."
"14/07/2022","2/2022","C-401","Toy",75,"Nos."
"14/07/2022","2/2022","C-401","Trinket/Novelty/Imitation Jewellery",160,"Nos."
"14/07/2022","2/2022","C-401","Raincoat",40,"Nos."
"14/07/2022","2/2022","C-401","Mobile Phone Accessory",1,"No."
"14/07/2022","2/2022","C-402","Clothing, Various",40,"Nos."
"14/07/2022","2/2022","C-402","Coloured Stone",76,"Nos."
"14/07/2022","2/2022","C-402","Earrings",72,"Pairs"
"14/07/2022","2/2022","C-402","Finger Ring",35,"Nos."
"14/07/2022","2/2022","C-402","Kitchenware",45,"Nos."
"14/07/2022","2/2022","C-402","Ornament",6,"Nos."
"14/07/2022","2/2022","C-402","Socks/Stockings",30,"Pairs"
"14/07/2022","2/2022","C-402","Towel",104,"Nos."
"14/07/2022","2/2022","C-402","Trinket/Novelty/Imitation Jewellery",4,"Nos."
"14/07/2022","2/2022","C-402","Trinket/Novelty/Imitation Jewellery 

(3.8kg)",1,"Lot"
"14/07/2022","2/2022","C-402","Baby's Goods",18,"Nos."
"14/07/2022","2/2022","C-403","Global Positioning System (GPS) Machine (Marked with ""ESP Marine Electronic Equipment"", S/N: E00889917) (Used)",1,"No."
"14/07/2022","2/2022","C-403","Electric Pump (Model: ZQB-12V) (Used)",1,"No."
"14/07/2022","2/2022","C-403","Battery (Brand: LU YUAN, Model: 6-DZM-20) (Used)",1,"No."
"14/07/2022","2/2022","C-403","Mobile Phone (Brand: Apple, Model: A1660, IMEI: 355344089965753), Red Colour (Used)",1,"No."
"14/07/2022","2/2022","C-403","Mobile Phone (Brand: LG, Model: LGH990N, IMEI: 352165080417095), Pink Colour (Used)",1,"No."
"14/07/2022","2/2022","C-404","Bed Sheet/Cover",13,"Nos."
"14/07/2022","2/2022","C-404","Cap/Hat",20,"Nos."
"14/07/2022","2/2022","C-404","Clothing, Various",73,"Nos."
"14/07/2022","2/2022","C-404","Umbrella",15,"Nos."
"14/07/2022","2/2022","C-405","Used Private Car (without Key) (Damaged)

Brand: ACURA

Reg. No.: VL3857

Chassis No.: JH4DC54805S200002",1,"No."
"14/07/2022","2/2022","C-406","Used Private Car (without Key) (Damaged)

Brand: Volvo

Reg. No.: WH5406

Chassis No.: YV1CZ595761232973",1,"No."
"14/07/2022","2/2022","C-407","Used Private Car (without Key) (Damaged)

Brand: NISSAN

Reg. No.: WN6432

Chassis No.: J31-500824",1,"No."
"14/07/2022","2/2022","C-408","Used Private Car (with Key) (Damaged)

Brand: Mercedes Benz

Reg. No.: WP4759

Chassis No.: WDB2110652A696292",1,"No."
"14/07/2022","2/2022","C-409","Claw Machine",16,"Nos."
"14/07/2022","2/2022","C-409","Token Changer",5,"Nos."
"14/07/2022","2/2022","C-409","Coin Changer",1,"No."
"14/07/2022","2/2022","C-410","Used Private Car (with Key)

Brand: Honda

Reg. No.: TW 5197

Chassis No.: JHMRN38702C203786",1,"No."
"14/07/2022","2/2022","C-411","Natural Amber",4,"Kg."
"14/07/2022","2/2022","C-411","Nature Rough Yellow Agate (7 Numbers)",1.058,"Kg."
"14/07/2022","2/2022","C-411","Nature Rough Yellow Agate (5 Numbers)",0.909,"Kg."
"14/07/2022","2/2022","C-411","Nature Rough Yellow Agate (5 Numbers)",0.969,"Kg."
"14/07/2022","2/2022","C-411","Nature Rough Yellow Agate (5 Numbers)",0.925,"Kg."
"14/07/2022","2/2022","C-411","Nature Rough Yellow Agate (5 Numbers)",0.918,"Kg."
"14/07/2022","2/2022","C-411","Nature Rough Yellow Agate (6 Numbers)",1.101,"Kg."
"14/07/2022","2/2022","C-412","Mobile Phone (Brand: Apple, Model: iphone 6)",1,"No."
"14/07/2022","2/2022","C-412","Mobile Phone (Brand: Apple, Model: iphone 6)",1,"No."
"14/07/2022","2/2022","C-412","Mobile Phone (Brand: Apple, Model: iphone 6s)",1,"No."
"14/07/2022","2/2022","C-412","Mobile Phone (Brand: Apple, Model: iphone 6s)",1,"No."
"14/07/2022","2/2022","C-413","Desktop Computer (without Hard Disk) (Brand: Lenovo, Model: 7522A26) S/N: R84074F",1,"No."
"14/07/2022","2/2022","C-414","Used Private Car (without Key)

Brand: Peugeot

Model: 206CC

Chassis No.: VF32DRFNF41749408",1,"No."
"14/07/2022","2/2022","C-415","Used Light Goods Vehicle (without Key)

Brand: Mercedes Benz

Reg. No.: SL6332

Chassis No.: WDF63960323870592",1,"No."
"14/07/2022","2/2022","C-416","Used Medium Goods Vehicle (without Key)

Brand: Dong Feng

Reg. No.: TM9749

Chassis No.: LGAX2C145F1813653",1,"No."
"14/07/2022","2/2022","C-417","Used Medium Goods Vehicle (without Key)

Brand: DAF

Reg. No.: UB9569

Chassis No.: XLRAE65GC0G090688",1,"No."
"14/07/2022","2/2022","C-418","Used Trailer

Reg. No.: 45718T

Chassis No.: LSEJG3A4530006478",1,"No."
"14/07/2022","2/2022","C-419","Used Private Car (without Key)

Brand: Toyota

Reg. No.: AV307

Chassis No.: MNH10-0093818",1,"No."
"14/07/2022","2/2022","C-420","Used Private Car (without Key)

Brand: Toyota 

Reg. No.: LN9373

Chassis No.: MNH10-0113771",1,"No."
"14/07/2022","2/2022","C-421","Used Private Car (without Key)

Brand: Toyota

Reg. No.: MJ6133

Chassis No.: ANH10-0010373",1,"No."
"14/07/2022","2/2022","C-422","Used Private Car (without Key)

Brand: Toyota 

Reg. No.: NX4420

Chassis No.: MNH15-0012483",1,"No."
"14/07/2022","2/2022","C-423","Used Private Car (without Key)

Brand: Toyota

Reg. No.: NZ1588

Chassis No.: SXU10-0034288",1,"No."
"14/07/2022","2/2022","C-424","Used Private Car (without Key)

Brand: Toyota

Reg. No.: RS26

Chassis No.: GGH20-8003904",1,"No."
"14/07/2022","2/2022","C-425","Used Private Car (without Key)

Brand: Toyota 

Reg. No.: RV805

Chassis No.: ANH10-0009128",1,"No."
"14/07/2022","2/2022","C-426","Used Private Car (without Key)

Brand: Toyota

Reg. No.: SH7304

Chassis No.: MNH10-0023773",1,"No."
"14/07/2022","2/2022","C-427","Used Private Car (without Key)

Brand: Toyota 

Reg. No.: VD1936

Chassis No.: GGH20-8039806",1,"No."
"14/07/2022","2/2022","C-428","Used Private Car (without Key)

Brand: Toyota

Reg. No.: VH2781

Chassis No.: GGH20-808961",1,"No."
"14/07/2022","2/2022","C-429","Used Private Car (without Key)

Brand: Honda 

Reg. No.: VP9751

Chassis No.: RK5-1043641",1,"No."
"14/07/2022","2/2022","M-101","Facsimile Machine",1,"No."
"14/07/2022","2/2022","M-101","Paper Shredder",1,"No."
"14/07/2022","2/2022","M-101","Insect Killer (Brand: Philite)",2,"Nos."
"14/07/2022","2/2022","M-101","Facsimile Machine (Brand: Panafax, Model: UF-788)",1,"No."
"14/07/2022","2/2022","M-101","Facsimile Machine (Brand: Brother)",1,"No."
"14/07/2022","2/2022","M-101","Hub with Management Module Software (Brand: Superstack)",2,"Nos."
"14/07/2022","2/2022","M-102","Student Chair",820,"Nos."
"14/07/2022","2/2022","M-102","Folding Table",9,"Nos."
"14/07/2022","2/2022","M-102","Laminator (Brand: Bio, Model: 330)",3,"Nos."
"14/07/2022","2/2022","M-102","Laminator (Brand: Winner, Model: FGK-320)",1,"No."
"14/07/2022","2/2022","M-102","A3 Laminator (Brand: Peach, Model: 330ARP)",1,"No."
"14/07/2022","2/2022","M-102","Shredder (Brand: Kobra, Model: 240SS5)",1,"No."
"14/07/2022","2/2022","M-102","Microwave Oven (Brand: Panasonic, Model: NN-S553WF)",1,"No."
"14/07/2022","2/2022","M-102","Precision Cutter (Brand: Avery Myers, Model: 640N)",1,"No."
"14/07/2022","2/2022","M-102","4-seat Chair with Armrests",1,"No."
"14/07/2022","2/2022","M-102","Whiteboard with Wheels",2,"Nos."
"14/07/2022","2/2022","M-102","Megaphone (Brand: TOA, Model: ER-3215)",1,"No."
"14/07/2022","2/2022","M-102","Megaphone (Brand: CAROL, Model: THOR-15)",1,"No."
"14/07/2022","2/2022","M-102","Megaphone (Brand: CAROL, Model: AHM-625W)",1,"No."
"14/07/2022","2/2022","M-102","CD/Radio Cassette Recorder (Brand: SONY, Model: CFD-V7)",2,"Nos."
"14/07/2022","2/2022","M-102","CD/Radio Cassette Recorder (Brand: SONY, Model: CFD-V177L)",4,"Nos."
"14/07/2022","2/2022","M-102","CD/Radio Cassette Recorder (Brand: PHILIPS, Model: A21103/11)",4,"Nos."
"14/07/2022","2/2022","M-102","CD/Radio Cassette Recorder (Brand: SANYO, Model: MCD-ZX200F)",2,"Nos."
"14/07/2022","2/2022","M-102","Cassette Recorder (Brand: Pensonic, Model: PCD-809)",1,"No."
"14/07/2022","2/2022","M-102","Wall-mount Public Address Speaker (Brand: TOA) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-102","Thermal Binding Machine (Brand: Unibind, Model: S125-4)",1,"No."
"14/07/2022","2/2022","M-102","Shredder (Brand: HSM, Model: 105.3)",1,"No."
"14/07/2022","2/2022","M-103","Yangqin",2,"Nos."
"14/07/2022","2/2022","M-103","Chung Ruan",2,"Nos."
"14/07/2022","2/2022","M-103","Tiger Erhu",8,"Nos."
"14/07/2022","2/2022","M-103","Yangqin",1,"No."
"14/07/2022","2/2022","M-103","White Wood Liuqin",3,"Nos."
"14/07/2022","2/2022","M-103","18-stringed Zheng",2,"Nos."
"14/07/2022","2/2022","M-103","Bb Trumpet (Brand: Windsor)",4,"Nos."
"14/07/2022","2/2022","M-104","Robot (Brand: Kondo, Model: KHR-3HV)",2,"Nos."
"14/07/2022","2/2022","M-104","Robot (Brand: TinyWave)",1,"No."
"14/07/2022","2/2022","M-104","Robot Set",17,"Sets"
"14/07/2022","2/2022","M-104","Robot Accessory",1,"No."
"14/07/2022","2/2022","M-104","Controller Board (Brand: Robotic, Model: CM700)",1,"No."
"14/07/2022","2/2022","M-104","Trolley (Brand: Da Lite, Model: AV2-26)",1,"No."
"14/07/2022","2/2022","M-104","Robot Teaching Kit (Brand: Philo)",1,"Set"
"14/07/2022","2/2022","M-104","Robot Control Unit (Brand: Kondo, Model: DRC-3AD)",2,"Nos."
"14/07/2022","2/2022","M-104","Education Base Set (Brand: Lego)",8,"Sets"
"14/07/2022","2/2022","M-105","Outdoor Table and Chair",10,"Nos."
"14/07/2022","2/2022","M-105","Robot Dog",1,"Set"
"14/07/2022","2/2022","M-105","3D Milling Machine (Brand: Roland, Model: MDX15)",1,"No."
"14/07/2022","2/2022","M-105","Robot",1,"No."
"14/07/2022","2/2022","M-105","Hydraulic Machines Wooden Kit",2,"Nos."
"14/07/2022","2/2022","M-105","Plate Cutting Machine",1,"No."
"14/07/2022","2/2022","M-105","3D Printer",3,"Nos."
"14/07/2022","2/2022","M-105","High Resolution Presenter (Brand: ELMO, Model: HV-5500XG) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-105","LaserDisc Player (Brand: Sony, Model: MD PA600K)",1,"No."
"14/07/2022","2/2022","M-105","Video Tape Recorder (Brand: Thomson, Model: YTH325K)",1,"No."
"14/07/2022","2/2022","M-105","Cassette Deck (Brand: JVC, Model: TB-W254)",1,"No."
"14/07/2022","2/2022","M-105","Wireless Microphone System (Brand: Mipro, Model: MR123D)",1,"Set"
"14/07/2022","2/2022","M-105","DVD Player (Brand: LG, Model: DK87219)",1,"No."
"14/07/2022","2/2022","M-105","Digital Light Processing Projector (Brand: Plus, Model: US-192) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-105","Visualizer (Brand: VEGA, Model: V-830) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-105","Digital Camera (Brand: Ricoh, Model: Caplio GX100)",1,"No."
"14/07/2022","2/2022","M-105","Digital Camera (Brand: Nikon, Model: Coolpix S200)",1,"No."
"14/07/2022","2/2022","M-105","Digital Camera (Brand: Sony, Model: DSC-S70)",1,"No."
"14/07/2022","2/2022","M-105","Digital Camera (Brand: Sony, Model: DCR-PC110E)",1,"No."
"14/07/2022","2/2022","M-105","Video Camera Microphone (Model: ECM-HS1)",1,"No."
"14/07/2022","2/2022","M-105","Charger (Brand: Sony, Model: BC-V615)",1,"No."
"14/07/2022","2/2022","M-105","Thermograph with 7 Days Clock Charts",1,"No."
"14/07/2022","2/2022","M-105","Sunshine Recorder",1,"No."
"14/07/2022","2/2022","M-105","Overhead Projector (Brand: Bell & Howell) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-105","Auto-Focus Slide Projector (Model: AV-1030) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-105","Visualizer (Brand: Kodak, Model: DV-15) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-105","Visualizer (Brand: VEGA, Model: V-810) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-105","Digital Presenter (Brand: Luren, Model: PS350) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-106","Media Drive (Brand: Avid, Model: S146/320LVD)",4,"Nos."
"14/07/2022","2/2022","M-106","External SCSI Connector (Brand: HP, Model: U320 SCSI back panel connect)",1,"No."
"14/07/2022","2/2022","M-106","Movie Maker Hardware (Brand: Optibase, Model: 200S Basis 704)",1,"No."
"14/07/2022","2/2022","M-106","Video Converter (Brand: AJA, Model: D4E)",1,"No."
"14/07/2022","2/2022","M-106","DVD/CD Duplicator (Brand: acard technology, Model: 1-To-7)",1,"No."
"14/07/2022","2/2022","M-106","Inkjet Automated 100-Disc Printer (Brand: Microboards, Model: DF3)

* Non-REE Item",1,"No."
"14/07/2022","2/2022","M-106","Hard Disk (Brand: Thecus, Model: N5200B Pro) (Degaussed)",2,"Nos."
"14/07/2022","2/2022","M-106","Movie Maker Hardware (Brand: Optibase, Model: 200 Basic FDI VBR)",1,"No."
"14/07/2022","2/2022","M-106","Movie Maker Hardware (Brand: Optibase, Model: VideoPlex Xpress)",1,"No."
"14/07/2022","2/2022","M-106","MiniDisc Player (Brand: Sony, Model: MXR900L)",3,"Nos."
"14/07/2022","2/2022","M-106","Digital Camera (Brand: FUJI, Model: Finepix 4900Z/AI 00777 4.3M 6X)",2,"Nos."
"14/07/2022","2/2022","M-106","Digital Compact Player (Brand: Sony, Model: J-1)",1,"No."
"14/07/2022","2/2022","M-106","Digital Broadcast Set Top Box (Brand: Magic TV, Model: MTV 3000)",3,"Nos."
"14/07/2022","2/2022","M-106","Speakers (Brand: Harman Kardon, Model: Harman kardon SoundSticks II)",1,"Pair"
"14/07/2022","2/2022","M-106","Binding Machine (Brand: Ibico Karo, Model: 101C)",1,"No."
"14/07/2022","2/2022","M-106","Air Purifier (Brand: IC Purezone, Model: R601)",2,"Nos."
"14/07/2022","2/2022","M-106","Facsimile Machine (Brand: Panasonic, Model: Panafax UF-5300)",1,"No."
"14/07/2022","2/2022","M-106","Facsimile Machine (Brand: Panasonic, Model: Panafax UF-890)",1,"No."
"14/07/2022","2/2022","M-106","Paper Shredder (Brand: Fellowes, Model: 460MS)",1,"No."
"14/07/2022","2/2022","M-106","Facsimile Machine (Brand: Panasonic, Model: Panafax UF-7300)",1,"No."
"14/07/2022","2/2022","M-107","Electronic Balance (Brand: Ohaus, Model: B-300D)",1,"No."
"14/07/2022","2/2022","M-107","Electronic Balance (Brand: Ohaus, Model: GT480)",1,"No."
"14/07/2022","2/2022","M-107","Electronic Balance (Brand: Ohaus, Model: TP200S)",2,"Nos."
"14/07/2022","2/2022","M-107","Electronic Balance (Brand: College, Model: B303)",1,"No."
"14/07/2022","2/2022","M-107","Electronic Balance (Brand: Shimadzu, Model: BL-220H)",1,"No."
"14/07/2022","2/2022","M-107","Electronic Balance (Brand: Acculab, Model: V-1 mg)",1,"No."
"14/07/2022","2/2022","M-107","Centrifuge (Brand: Nickel, Model: NE 010G)",1,"No."
"14/07/2022","2/2022","M-107","Projector (Brand: NEC, Model: VP2000G) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-107","2-way Hi-Fi Speaker (Brand: Ramsa, Model: WS-A80)",4,"Sets"
"14/07/2022","2/2022","M-107","2-way Hi-Fi Speaker (Brand: Ramsa, Model: WS-A200)",2,"Sets"
"14/07/2022","2/2022","M-107","Double Stereo Cassette Tape Deck (Brand: Technics, Model: RS-TR373)",1,"No."
"14/07/2022","2/2022","M-107","Feedback Eliminator (Brand: Sabine, Model: FBX901)",1,"No."
"14/07/2022","2/2022","M-107","Equalizer (Brand: Alesis, Model: M-EQ230)",1,"No."
"14/07/2022","2/2022","M-107","Power Amplifier (Brand: Ramsa, Model: WP-1200)",2,"Nos."
"14/07/2022","2/2022","M-107","Power Amplifier (Brand: Ramsa, Model: WP-1400)",1,"No."
"14/07/2022","2/2022","M-107","Changeover Switch Box",1,"No."
"14/07/2022","2/2022","M-107","Chair for Visitors (4+2 seats)",1,"Set"
"14/07/2022","2/2022","M-107","Ball Cart",2,"Nos."
"14/07/2022","2/2022","M-107","Camera with Backup Battery (Brand: Sanyo)",1,"Set"
"14/07/2022","2/2022","M-107","Paper Shredder (Brand: HSM, Model: 33L)",2,"Nos."
"14/07/2022","2/2022","M-107","Water Dispenser (Brand: Aqua)",2,"Nos."
"14/07/2022","2/2022","M-107","Digital Video Recorder (Brand: Diss, Model: 7016 LX)",1,"No."
"14/07/2022","2/2022","M-107","Vertical Infrared Thermometer",1,"No."
"14/07/2022","2/2022","M-107","4 Drawers Steel Filing Cabinet",1,"No."
"14/07/2022","2/2022","M-107","Electronic Balance (Brand: Ascom, Model: Hasler Taxmaster-5)",1,"No."
"14/07/2022","2/2022","M-108","Music Stand (Brand: Manhasset)",17,"Nos."
"14/07/2022","2/2022","M-108","Cello (Brand: Hofner)",2,"Nos."
"14/07/2022","2/2022","M-108","Cello",3,"Nos."
"14/07/2022","2/2022","M-108","15"" Viola with Shoulder Rest (Brand: VIF)",3,"Nos."
"14/07/2022","2/2022","M-108","Oboe (Brand: Sunrise)",1,"No."
"14/07/2022","2/2022","M-108","16"" Viola (Brand: Roweller, Model: Splendour)",1,"No."
"14/07/2022","2/2022","M-108","Viola (Brand: VIF)",1,"No."
"14/07/2022","2/2022","M-109","Piano with Bench (Brand: Yamaha, Model: Y01-CVP205)",1,"Set"
"14/07/2022","2/2022","M-110","Electric Floor Polisher (Brand: Hakomatic, Model: E/B 450/430)",1,"No."
"14/07/2022","2/2022","M-110","Electric Stapler (Model: 90EC)",2,"Nos."
"14/07/2022","2/2022","M-110","Microwave Oven (Brand: Sharp)",1,"No."
"14/07/2022","2/2022","M-110","Facsimile Machine (Brand: Panasonic, Model: UF890)",1,"No."
"14/07/2022","2/2022","M-110","Paper Shredder (Brand: GBC)",1,"No."
"14/07/2022","2/2022","M-110","Drying Rack",1,"No."
"14/07/2022","2/2022","M-110","Printmaking Machine",1,"No."
"14/07/2022","2/2022","M-110","Sewing Machine (Brand: Singer)",2,"Nos."
"14/07/2022","2/2022","M-110","Cabinet for TV",1,"No."
"14/07/2022","2/2022","M-110","Video Cassette Recorder (Brand: Philips, Model: VR410/55)",2,"Nos."
"14/07/2022","2/2022","M-110","Video Cassette Recorder (Brand: Sharp, Model: VC-SA550)",2,"Nos."
"14/07/2022","2/2022","M-110","Video Cassette Recorder (Brand: Panasonic, Model: NV-J27)",1,"No."
"14/07/2022","2/2022","M-110","Video Cassette Recorder (Brand: Panasonic, Model: NV-225)",1,"No."
"14/07/2022","2/2022","M-110","CD/Cassette Recorder (Brand: Philips, Model: AZ-2415/11H)",1,"No."
"14/07/2022","2/2022","M-110","Camera (Brand: Ricoh, Model: RZ-900P)",1,"No."
"14/07/2022","2/2022","M-110","Camera (Brand: Canon, Model: Prima Super 135)",1,"No."
"14/07/2022","2/2022","M-110","Camera (Brand: Canon, Model: Powershot S40)",1,"No."
"14/07/2022","2/2022","M-110","Camera (Brand: Nikon, Model: D-70)",1,"No."
"14/07/2022","2/2022","M-110","Digital Camera (Brand: Canon, Model: IXUS 65)",2,"Nos."
"14/07/2022","2/2022","M-110","Flash (Brand: Nikon, Model: Speedlight SB-600)",1,"No."
"14/07/2022","2/2022","M-110","Digital Camera (Brand: Canon, Model: IXUS 80 IS)",1,"No."
"14/07/2022","2/2022","M-110","Mosquito Lamp",14,"Nos."
"14/07/2022","2/2022","M-110","Laminator (Brand: GMP, Model: Photowex 325)",1,"No."
"14/07/2022","2/2022","M-110","Open Shelf Cabinet (Steel)",1,"No."
"14/07/2022","2/2022","M-110","3-speed Floor Dryer",1,"No."
"14/07/2022","2/2022","M-110","2 Doors Cupboard (Steel), Size: 183 x 91 x 46cm",2,"Nos."
"14/07/2022","2/2022","M-110","LCD Projector (Brand: Hitachi, Model: CP-X264) (Dismantled)",18,"Nos."
"14/07/2022","2/2022","M-110","LCD Projector (Brand: Hitachi, Model: CP-X2520) (Dismantled)",4,"Nos."
"14/07/2022","2/2022","M-110","LCD Projector (Brand: Hitachi, Model: CP-X2530) (Dismantled)",5,"Nos."
"14/07/2022","2/2022","M-110","Firewall (Brand: Sonicwall, Model: PRO2040)",1,"No."
"14/07/2022","2/2022","M-110","11mbps PCMCIA Wireless LAN Card (Brand: Buffalo)",5,"Nos."
"14/07/2022","2/2022","M-111","Portable Overhead Projector (Brand: Gakken, Model: GPJ-1120)",1,"No."
"14/07/2022","2/2022","M-111","Mixer Amplifier (Brand: Peavey, Model: 680E)",1,"No."
"14/07/2022","2/2022","M-111","Speaker (Brand: Peavey, Model: Impluse 200)",2,"Nos."
"14/07/2022","2/2022","M-111","Mixer Amplifier (Brand: TOA, Model: 30w)",1,"No."
"14/07/2022","2/2022","M-111","Cassette Recorder (Brand: Pioneer)",1,"No."
"14/07/2022","2/2022","M-111","CD Player (Brand: Yamaha)",1,"No."
"14/07/2022","2/2022","M-111","Direct Projector (Brand: Plus, Model: DP-30) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-111","Direct Projector (Brand: Plus) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-111","Digital Handy-camera (Brand: Sony, Model: DCR PC-100E)",1,"No."
"14/07/2022","2/2022","M-111","DVD Player (Brand: Samsung, Model: DVD-V8000)",2,"Nos."
"14/07/2022","2/2022","M-111","DVD Player (Brand: Sharp, Model: DV-NC85W)",2,"Nos."
"14/07/2022","2/2022","M-111","Amplifier with Karaoke (Brand: Yamaha)",1,"No."
"14/07/2022","2/2022","M-111","Mixer Amplifier (Brand: ABK)",1,"No."
"14/07/2022","2/2022","M-111","LCD Projector (Brand: NEC, Model: VT590G) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-111","Speaker (Brand: Peavey)",2,"Nos."
"14/07/2022","2/2022","M-111","Media Player (Brand: Sony, Model: MJE-480)",1,"No."
"14/07/2022","2/2022","M-111","Wireless Microphone Receiver (Brand: Fiter, Model: B-866)",1,"No."
"14/07/2022","2/2022","M-111","Wireless Microphone Receiver (Brand: Baomic, Model: BM-3031)",1,"No."
"14/07/2022","2/2022","M-111","LCD Projector (Brand: Hitachi, Model: CP-X40UN) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-111","Wireless Microphone (Brand: Shunuo, Model: UR-168A)",1,"No."
"14/07/2022","2/2022","M-111","Speaker and Wireless Microphone (Brand: JBL, Model: Control X)",1,"Set"
"14/07/2022","2/2022","M-111","Mixer (Brand: Yamaha, Model: MG-16)",1,"No."
"14/07/2022","2/2022","M-111","Cassette Recorder (Brand: JVC, Model: TDW-118)",1,"No."
"14/07/2022","2/2022","M-111","Cassette Recorder (Brand: Sanyo)",1,"No."
"14/07/2022","2/2022","M-111","Portable Cassette Recorder (Brand: Akai, Model: AJ205)",1,"No."
"14/07/2022","2/2022","M-111","CD/Cassette Recorder (Brand: Philips, Model: AZ-1605)",5,"Nos."
"14/07/2022","2/2022","M-111","Radio Cassette Recorder (Brand: AIWA, Model: CSDES577)",1,"No."
"14/07/2022","2/2022","M-111","Computer Table (Steel)",3,"Nos."
"14/07/2022","2/2022","M-111","Desktop Shelf for Computer Table (Steel)",3,"Nos."
"14/07/2022","2/2022","M-111","Table (Steel)",2,"Nos."
"14/07/2022","2/2022","M-111","Table (Steel) (Brand: Bretford, Model: A2642)",2,"Nos."
"14/07/2022","2/2022","M-111","Stainless Steel Signboard",2,"Nos."
"14/07/2022","2/2022","M-112","CD Duplicator (Brand: MagicCD, Model: CD-298)",1,"No."
"14/07/2022","2/2022","M-112","Digital Camera (Brand: Canon, Model: Powershot G2.4)",1,"No."
"14/07/2022","2/2022","M-112","DVD Player (Brand: Pioneer, Model: PDV-LC20)",1,"No."
"14/07/2022","2/2022","M-112","Wireless Amplifier/Receiver (Brand: National, Model: WX-80KS)",1,"No."
"14/07/2022","2/2022","M-112","Wireless Microphone (Brand: National, Model: WX-470AJ)",4,"Nos."
"14/07/2022","2/2022","M-112","Slide Projector (Brand: Kodak, Model: Carousel S-AV1000) (Dismantled)",1,"No."
"14/07/2022","2/2022","M-112","Slide Tray (Brand: Kodak, Model: SAV-80)",1,"No."
"14/07/2022","2/2022","M-112","Camera (Brand: Pentax, Model: ESPIO115QD)",1,"No."
"14/07/2022","2/2022","M-112","Portable Overhead Projector (Brand: 3M, Model: M-2700T)",1,"No."
"14/07/2022","2/2022","M-112","Laser Pointer (Brand: 3M)",1,"No."
"14/07/2022","2/2022","M-112","Walkman (Brand: Sony, Model: WM-FX55)",1,"No."
"14/07/2022","2/2022","M-112","Walkman (Brand: Sony, Model: WM-GX654)",4,"Nos."
"14/07/2022","2/2022","M-112","Digital Video Handycam (Brand: Sony, Model: CDCR-TRV 900E)",1,"No."
"14/07/2022","2/2022","M-112","Voice Pen (Brand: JNC, Model: TTS330)",4,"Nos."
"14/07/2022","2/2022","M-112","CD Duplicator (Brand: 2targets, Model: CD-298)",1,"No."
"14/07/2022","2/2022","M-112","Digital Video Camcorder (Brand: Sony, Model: CDR-PC 100E)",1,"No."
"14/07/2022","2/2022","M-112","Digital Voice Recorder (Brand: Maycom, Model: YR2000)",1,"No."
"14/07/2022","2/2022","M-112","Digital Video Camera (Brand: Panasonic, Model: NV-GS400)",1,"No."
"14/07/2022","2/2022","M-113","Mobile Phone (Brand: Sony, Model: Xperia C)",18,"Nos."
"14/07/2022","2/2022","M-114","Double Bass Case (Around 2m H x 1m L x 0.6m W)",10,"Nos."
"14/07/2022","2/2022","M-114","3 Step Choir Riser (Around 1.8m H x 0.6m L x 0.5m W)",6,"Sets"
"14/07/2022","2/2022","M-115","Server Rack (Brand: IBM, Model: T42)",8,"Nos."
"14/07/2022","2/2022","M-115","Server Rack (Brand: Austin Hughes, Model: SR Series)",1,"No."
"14/07/2022","2/2022","M-116","Square Metering Cubicle with Accessories",5,"Nos."
"14/07/2022","2/2022","M-116","Voltage Regulator",2,"Nos."
"14/07/2022","2/2022","M-117","Hot and Cold Water Dispenser",1,"No."
"14/07/2022","2/2022","M-117","Microwave Oven",1,"No."
"14/07/2022","2/2022","M-117","Gas Detector",1,"No."
"14/07/2022","2/2022","M-118","Franking Machine Electronic Scale 5KG (Brand: ASCOM, Model: S120)",1,"No."
"14/07/2022","2/2022","M-118","Digital Camera",1,"No."
"14/07/2022","2/2022","M-118","Photocopier (Brand: Kyocera, Model: KM-3040)",1,"No."
"14/07/2022","2/2022","M-119","Welding Helmet",3,"Nos."
"14/07/2022","2/2022","M-119","Welding Set, Direct Current",1,"Set"
"14/07/2022","2/2022","M-119","Precision End Mill Sharpener",1,"No."
"14/07/2022","2/2022","M-119","Single Acting Chuck, 4-Jaw",1,"No."
